"","X","Idshp","Produccion","Kg.arbol","Campo","Marco","Lon","Lat","DEM","slope","aspect","tri","tpi","roughness","flowdir","NDVISep","gNDVISep","SAVISep","NDVIEne","gNDVIEne","SAVIEne","DifNDVISepEne","DifgNDVISepEne","DifSAVISepEne","DG10ABRNOV","DG10ABROCT","DG10AGOOCT","DG10MAYNOV","DG10MAYOCT","DG12ABRNOV","DG12ABROCT","DG12AGOOCT","DG12MAYNOV","DG12MAYOCT","DG15ABRNOV","DG15ABROCT","DG15AGOOCT","DG15MAYNOV","DG15MAYOCT","CH10ABRNOV","CH10ABROCT","CH10AGOOCT","CH10MAYNOV","CH10MAYOCT","CH12ABRNOV","CH12ABROCT","CH12AGOOCT","CH12MAYNOV","CH12MAYOCT","CH15ABRNOV","CH15ABROCT","CH15AGOOCT","CH15MAYNOV","CH15MAYOCT","CH10ago","CH12ago","CH15ago","CH10sep","CH12sep","CH15sep","CH10oct","CH12oct","CH15oct","CH10nov","CH12nov","CH15nov"
"291",291,291,2020,97.7997620134571,"Freirina",100,-71.09271746,-28.4998345,81,3.491657157,326.3099325,1.375,0.375,5,32,0.393221724,0.61400187,0.193918645,0.558107165,0.659747958,0.305562615,0.164885441,0.045746088,0.11164397,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"292",292,292,2020,107.640997500722,"Freirina",100,-71.09268504,-28.49974476,81,3.491657157,326.3099325,1.375,0.375,5,32,0.3764906,0.613579631,0.180457249,0.53216783,0.668062449,0.290458024,0.15567723,0.054482818,0.110000774,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"293",293,293,2020,100.367544791267,"Freirina",100,-71.0926632,-28.49967291,80,2.740385528,315,1.25,-0.5,4,32,0.3764906,0.613579631,0.180457249,0.53216783,0.668062449,0.290458024,0.15567723,0.054482818,0.110000774,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"294",294,294,2020,92.2822174780758,"Freirina",100,-71.09264135,-28.49960106,80,2.740385528,315,1.25,-0.5,4,32,0.313408045,0.554027498,0.152854636,0.520528903,0.638545215,0.284988582,0.207120858,0.084517717,0.132133946,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"295",295,295,2020,88.5060216400224,"Freirina",100,-71.09262004,-28.49955627,80,2.740385528,315,1.25,-0.5,4,32,0.353582588,0.553172469,0.179968312,0.501010093,0.621090949,0.280050188,0.147427505,0.067918479,0.100081876,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"296",296,296,2020,88.3138518469538,"Freirina",100,-71.09258762,-28.49946654,80,2.740385528,315,1.25,-0.5,4,32,0.364175575,0.592797816,0.183490515,0.564316732,0.663823724,0.316964835,0.200141157,0.071025908,0.13347432,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"297",297,297,2020,82.1828261608669,"Freirina",100,-71.09257634,-28.49941257,80,2.608955733,291.8014095,1,0.5,3,16,0.364175575,0.592797816,0.183490515,0.564316732,0.663823724,0.316964835,0.200141157,0.071025908,0.13347432,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"298",298,298,2020,77.2967506904762,"Freirina",100,-71.09255485,-28.49935876,80,2.608955733,291.8014095,1,0.5,3,16,0.347915767,0.555979073,0.170348898,0.551544609,0.653106511,0.302436233,0.203628842,0.097127438,0.132087335,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"299",299,299,2020,76.6885122735043,"Freirina",100,-71.09253301,-28.49928691,80,2.608955733,291.8014095,1,0.5,3,16,0.336367097,0.56205678,0.174217626,0.548828114,0.635051548,0.313305259,0.212461017,0.072994769,0.139087632,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"300",300,300,2020,83.077963452381,"Freirina",100,-71.09249038,-28.49919734,80,2.608955733,291.8014095,1,0.5,3,16,0.333333333,0.547854781,0.18006143,0.571087226,0.670371592,0.343555361,0.237753893,0.122516811,0.163493931,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"301",301,301,2020,88.1563139999999,"Freirina",100,-71.09246854,-28.49912549,79,2.422585452,306.8698976,1,0,3,64,0.38628944,0.549878359,0.205943018,0.521604936,0.62813741,0.307645619,0.135315496,0.078259051,0.101702601,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"302",302,302,2020,83.3648549523809,"Freirina",100,-71.09238685,-28.49912675,79,2.422585452,306.8698976,1,0,3,64,0.296986105,0.541247487,0.165409267,0.579946599,0.676952124,0.350316554,0.282960494,0.135704637,0.184907287,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"303",303,303,2020,83.6958126336996,"Freirina",100,-71.09240905,-28.49921664,80,2.608955733,291.8014095,1,0.5,3,16,0.371009192,0.583050907,0.196310684,0.587952566,0.667563915,0.33893609,0.216943374,0.084513009,0.142625406,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"304",304,304,2020,82.566698269141,"Freirina",100,-71.09243107,-28.49929751,80,2.608955733,291.8014095,1,0.5,3,16,0.317604378,0.542711437,0.16924566,0.570582758,0.661173344,0.334571838,0.25297838,0.118461907,0.165326178,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"305",305,305,2020,84.1784698095238,"Freirina",100,-71.09244253,-28.49936049,80,2.608955733,291.8014095,1,0.5,3,16,0.379736416,0.592205346,0.186187401,0.567849682,0.664573371,0.310896605,0.188113266,0.072368026,0.124709204,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"306",306,306,2020,84.3402483766234,"Freirina",100,-71.09245399,-28.49942348,80,2.608955733,291.8014095,1,0.5,3,16,0.41731602,0.621594906,0.197811216,0.567832165,0.672510266,0.309923649,0.150516145,0.05091536,0.112112433,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"307",307,307,2020,89.2452134900064,"Freirina",100,-71.09248587,-28.49948615,80,2.740385528,315,1.25,-0.5,4,32,0.362091471,0.580384254,0.170870438,0.574829932,0.667867422,0.319269508,0.212738461,0.087483168,0.14839907,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"308",308,308,2020,88.4364655557981,"Freirina",100,-71.09250807,-28.49957605,80,2.740385528,315,1.25,-0.5,4,32,0.39311517,0.596687794,0.188698485,0.562261515,0.657100856,0.308448553,0.169146345,0.060413063,0.119750068,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"309",309,309,2020,83.8769190034332,"Freirina",100,-71.09256055,-28.49964742,80,2.740385528,315,1.25,-0.5,4,32,0.357881675,0.58934629,0.174935967,0.554385945,0.652985036,0.301910818,0.19650427,0.063638747,0.126974851,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"310",310,310,2020,86.8172878015873,"Freirina",100,-71.09258347,-28.4997734,82,2.608955733,338.1985905,1,0.75,4,32,0.424920134,0.640459776,0.212686568,0.564432072,0.66814816,0.309366673,0.139511938,0.027688384,0.096680105,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"311",311,311,2020,83.0802255714286,"Freirina",100,-71.0925951,-28.49984541,82,2.608955733,338.1985905,1,0.75,4,32,0.445647804,0.638926804,0.222407579,0.552290996,0.664666176,0.301374227,0.106643192,0.025739372,0.078966647,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"312",312,312,2020,93.7155535344656,"Freirina",100,-71.0926173,-28.4999353,82,2.608955733,338.1985905,1,0.75,4,32,0.400332207,0.628198922,0.195194378,0.53432412,0.64804256,0.289419889,0.133991913,0.019843638,0.094225511,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"313",313,313,2020,89.5716329563545,"Freirina",100,-71.09266979,-28.50000667,83,0.342805543,315,1.125,1.125,2,32,0.410126584,0.624696136,0.197829038,0.545716325,0.646472394,0.292363077,0.135589741,0.021776259,0.094534039,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"314",314,314,2020,103.536538738095,"Freirina",100,-71.09251519,-28.49993687,82,2.608955733,338.1985905,1,0.75,4,32,0.391231044,0.594202936,0.188822582,0.522035139,0.641421974,0.280515999,0.130804095,0.047219038,0.091693416,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"315",315,315,2020,90.3512870000001,"Freirina",100,-71.09250231,-28.49980172,82,2.608955733,338.1985905,1,0.75,4,32,0.41434602,0.639921725,0.199864328,0.565433863,0.664901674,0.30529955,0.151087843,0.024979949,0.105435222,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"316",316,316,2020,92.051335502886,"Freirina",100,-71.09245968,-28.49971214,82,2.608955733,338.1985905,1,0.75,4,32,0.433104617,0.624696136,0.206628472,0.564397905,0.664933145,0.308391601,0.131293288,0.04023701,0.101763129,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"317",317,317,2020,88.2416441710185,"Freirina",100,-71.09241688,-28.49961354,80,2.740385528,315,1.25,-0.5,4,32,0.39311517,0.596687794,0.188698485,0.562261515,0.657100856,0.308448553,0.169146345,0.060413063,0.119750068,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"318",318,318,2020,91.0756389478382,"Freirina",100,-71.09239539,-28.49955973,80,2.740385528,315,1.25,-0.5,4,32,0.383731186,0.605951786,0.179289445,0.572749066,0.666908562,0.316816062,0.18901788,0.060956776,0.137526616,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"319",319,319,2020,90.8914014224431,"Freirina",100,-71.09237372,-28.4994969,80,2.740385528,315,1.25,-0.5,4,32,0.383731186,0.605951786,0.179289445,0.572749066,0.666908562,0.316816062,0.18901788,0.060956776,0.137526616,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"320",320,320,2020,85.2752380952382,"Freirina",100,-71.09235188,-28.49942505,81,2.298403281,288.4349488,1,0.25,3,32,0.405728939,0.626917362,0.193963751,0.577169871,0.674435318,0.322007298,0.171440932,0.047517955,0.128043547,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"321",321,321,2020,85.7977448168499,"Freirina",100,-71.0923406,-28.49937109,81,2.298403281,288.4349488,1,0.25,3,32,0.442404027,0.635589242,0.214981079,0.565726079,0.66301167,0.31191501,0.123322052,0.027422428,0.096933931,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"322",322,322,2020,85.879670484127,"Freirina",100,-71.09231893,-28.49930826,81,2.298403281,288.4349488,1,0.25,3,32,0.442404027,0.635589242,0.214981079,0.565726079,0.66301167,0.31191501,0.123322052,0.027422428,0.096933931,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"323",323,323,2020,86.9703673809524,"Freirina",100,-71.09229708,-28.49923641,81,2.298403281,288.4349488,1,0.25,3,32,0.370926383,0.589808941,0.196546361,0.582403576,0.667450428,0.336794883,0.211477193,0.077641487,0.140248522,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"324",324,324,2020,81.1855309761905,"Freirina",100,-71.09227506,-28.49915554,80,3.15734881,302.4711923,1.25,-0.25,4,32,0.317503393,0.548644304,0.176648214,0.538416242,0.656418383,0.326723814,0.220912849,0.107774079,0.1500756,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"325",325,325,2020,82.0521016097792,"Freirina",100,-71.0921733,-28.49917515,80,3.15734881,302.4711923,1.25,-0.25,4,32,0.36886393,0.578649402,0.200967893,0.486266205,0.624546349,0.29068926,0.117402275,0.045896947,0.089721367,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"326",326,326,2020,81.8595168333334,"Freirina",100,-71.09220518,-28.49923782,81,2.298403281,288.4349488,1,0.25,3,32,0.347842114,0.55953908,0.18343924,0.576146199,0.666440666,0.331999004,0.228304085,0.106901586,0.148559764,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"327",327,327,2020,80.7243332352942,"Freirina",100,-71.09223742,-28.49931854,81,2.298403281,288.4349488,1,0.25,3,32,0.383399193,0.570210874,0.193227082,0.567134249,0.653859675,0.318613946,0.183735056,0.083648801,0.125386864,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
