"","X","Idshp","Produccion","Kg.arbol","Campo","Marco","Lon","Lat","DEM","slope","aspect","tri","tpi","roughness","flowdir","NDVISep","gNDVISep","SAVISep","NDVIEne","gNDVIEne","SAVIEne","DifNDVISepEne","DifgNDVISepEne","DifSAVISepEne","DG10ABRNOV","DG10ABROCT","DG10AGOOCT","DG10MAYNOV","DG10MAYOCT","DG12ABRNOV","DG12ABROCT","DG12AGOOCT","DG12MAYNOV","DG12MAYOCT","DG15ABRNOV","DG15ABROCT","DG15AGOOCT","DG15MAYNOV","DG15MAYOCT","CH10ABRNOV","CH10ABROCT","CH10AGOOCT","CH10MAYNOV","CH10MAYOCT","CH12ABRNOV","CH12ABROCT","CH12AGOOCT","CH12MAYNOV","CH12MAYOCT","CH15ABRNOV","CH15ABROCT","CH15AGOOCT","CH15MAYNOV","CH15MAYOCT","CH10ago","CH12ago","CH15ago","CH10sep","CH12sep","CH15sep","CH10oct","CH12oct","CH15oct","CH10nov","CH12nov","CH15nov"
"328",328,328,2020,80.8202648021978,"Freirina",100,-71.09225926,-28.49939039,81,2.298403281,288.4349488,1,0.25,3,32,0.383399193,0.570210874,0.193227082,0.567134249,0.653859675,0.318613946,0.183735056,0.083648801,0.125386864,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"329",329,329,2020,83.1325991758242,"Freirina",100,-71.09228075,-28.4994442,81,2.298403281,288.4349488,1,0.25,3,32,0.336948086,0.553555369,0.172118172,0.596277273,0.666331649,0.34339574,0.259329187,0.112776279,0.171277568,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"330",330,330,2020,83.9082816269841,"Freirina",100,-71.09229274,-28.49953424,81,1.747450997,303.6900675,0.875,-0.375,2,16,0.322169068,0.548085928,0.161427811,0.584356825,0.666779995,0.33506301,0.262187757,0.118694067,0.1736352,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"331",331,331,2020,83.9316935952381,"Freirina",100,-71.09232445,-28.4995879,81,1.747450997,303.6900675,0.875,-0.375,2,16,0.393995397,0.618230641,0.178576425,0.549855481,0.658932745,0.293898046,0.155860084,0.040702105,0.115321621,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"332",332,332,2020,84.5486435952381,"Freirina",100,-71.09236707,-28.49967747,81,1.747450997,303.6900675,0.875,-0.375,2,16,0.394145076,0.60292685,0.189411432,0.561546652,0.664901674,0.303683341,0.167401576,0.061974823,0.114271909,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"333",333,333,2020,91.4858253734044,"Freirina",100,-71.09237888,-28.4997585,82,2.608955733,338.1985905,1,0.75,4,32,0.427762069,0.619091332,0.212220609,0.558097955,0.66526556,0.30030781,0.130335886,0.046174228,0.088087201,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"334",334,334,2020,91.4362621984127,"Freirina",100,-71.0923907,-28.49983953,82,2.608955733,338.1985905,1,0.75,4,32,0.427762069,0.619091332,0.212220609,0.558097955,0.66526556,0.30030781,0.130335886,0.046174228,0.088087201,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"335",335,335,2020,100.172573908758,"Freirina",100,-71.09240304,-28.49994762,82,2.608955733,338.1985905,1,0.75,4,32,0.369839924,0.586341441,0.178600475,0.528988138,0.639382243,0.283335477,0.159148214,0.053040802,0.104735002,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"336",336,336,2020,82.3767372756552,"Freirina",100,-71.09245606,-28.50004606,83,0.342805543,315,1.125,1.125,2,32,0.345991566,0.529242575,0.166892812,0.474216384,0.618202031,0.264905244,0.128224818,0.088959455,0.098012432,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"337",337,337,2020,104.698961341401,"Freirina",100,-71.09233192,-28.49996676,82,1.235826027,348.6900675,0.5,0.25,3,32,0.369839924,0.586341441,0.178600475,0.528988138,0.639382243,0.283335477,0.159148214,0.053040802,0.104735002,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"338",338,338,2020,99.0139335719281,"Freirina",100,-71.09229808,-28.49980486,82,1.235826027,348.6900675,0.5,0.25,3,32,0.410569121,0.608715832,0.203083113,0.537854322,0.651637793,0.288750499,0.127285201,0.04292196,0.085667387,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"339",339,339,2020,82.6070491204907,"Freirina",100,-71.09226531,-28.49969709,81,1.747450997,303.6900675,0.875,-0.375,2,16,0.409390462,0.624110162,0.200726986,0.556094203,0.656468868,0.30540061,0.146703741,0.032358706,0.104673624,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"340",340,340,2020,78.3660083968254,"Freirina",100,-71.0922123,-28.49959865,81,1.747450997,303.6900675,0.875,-0.375,2,16,0.352396961,0.578017652,0.170371369,0.546054896,0.648017824,0.29916209,0.193657935,0.070000172,0.128790721,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"341",341,341,2020,79.2991902857143,"Freirina",100,-71.0921901,-28.49950876,81,1.747450997,303.6900675,0.875,-0.375,2,16,0.329297833,0.555975497,0.163680136,0.545392483,0.656787395,0.302269846,0.21609465,0.100811899,0.13858971,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"342",342,342,2020,81.412221931624,"Freirina",100,-71.09215786,-28.49942804,81,2.298403281,288.4349488,1,0.25,3,32,0.338976195,0.549440324,0.168627173,0.572254331,0.663309336,0.317907065,0.233278136,0.113869011,0.149279892,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"343",343,343,2020,78.0054459795759,"Freirina",100,-71.09213566,-28.49933815,81,2.298403281,288.4349488,1,0.25,3,32,0.33687807,0.555457354,0.174308911,0.561040671,0.661341846,0.315453857,0.224162601,0.105884492,0.141144946,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"344",344,344,2020,81.031556008547,"Freirina",100,-71.09211363,-28.49925728,81,2.298403281,288.4349488,1,0.25,3,32,0.347842114,0.55953908,0.18343924,0.576146199,0.666440666,0.331999004,0.228304085,0.106901586,0.148559764,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"345",345,345,2020,82.6740296626984,"Freirina",100,-71.09209179,-28.49918543,81,2.298403281,288.4349488,1,0.25,3,32,0.335875225,0.584703982,0.184337348,0.459295251,0.616963983,0.273516625,0.123420026,0.032260001,0.089179277,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"346",346,346,2020,84.0527331746032,"Freirina",100,-71.09173624,-28.49876681,82,2.298403281,288.4349488,1,0.25,3,32,0.34882082,0.54329443,0.189580396,0.398477155,0.546666622,0.231108934,0.049656335,0.003372192,0.041528538,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"347",347,347,2020,81.906703531746,"Freirina",100,-71.09176865,-28.49885654,81,1.532725565,288.4349488,1.125,1.125,3,32,0.288101602,0.542834282,0.16178678,0.497457364,0.611719251,0.29899317,0.209355762,0.068884969,0.137206391,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"348",348,348,2020,80.7959929274892,"Freirina",100,-71.09179086,-28.49894643,82,1.532725565,288.4349488,1.125,1.125,3,32,0.345095261,0.543944955,0.187260643,0.490930696,0.628450811,0.29612577,0.145835435,0.084505856,0.108865127,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"349",349,349,2020,76.598113930736,"Freirina",100,-71.09182327,-28.49903617,82,1.532725565,288.4349488,1.125,1.125,3,32,0.220177675,0.490120143,0.127698734,0.544827576,0.639024377,0.335377336,0.324649901,0.148904234,0.207678601,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"350",350,350,2020,78.7996897377623,"Freirina",100,-71.09186625,-28.49914379,82,1.532725565,288.4349488,1.125,1.125,3,32,0.254294373,0.493183643,0.142113179,0.585798823,0.656877935,0.354415298,0.33150445,0.163694292,0.212302119,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"351",351,351,2020,82.5441598785305,"Freirina",100,-71.09187789,-28.49921579,82,0.342805543,315,0.75,0.75,2,1,0.254294373,0.493183643,0.142113179,0.585798823,0.656877935,0.354415298,0.33150445,0.163694292,0.212302119,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"352",352,352,2020,85.4221187966905,"Freirina",100,-71.09188916,-28.49926976,82,0.342805543,315,0.75,0.75,2,1,0.231743916,0.449195772,0.130328789,0.612121228,0.670454562,0.375841707,0.380377312,0.221258789,0.245512918,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"353",353,353,2020,82.596602438125,"Freirina",100,-71.09192122,-28.49934145,82,0.342805543,315,0.75,0.75,2,1,0.276656029,0.514285743,0.149750724,0.595443328,0.651896715,0.351721615,0.318787299,0.137610972,0.20197089,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
