"","Predicho","Observado","Campo","Produccion","ID","Diferencia"
"393",71.9887116028138,54.8,"Freirina","2018",29,-17.1887116028138
"394",69.5129404706637,70,"Freirina","2018",30,0.487059529336321
"395",79.8169154737471,95.5,"Freirina","2018",31,15.6830845262529
"396",89.5343313243533,106.9,"Freirina","2018",32,17.3656686756467
"397",83.2036981316901,98.4,"Freirina","2018",33,15.1963018683099
"398",129.151784574315,190.9,"Freirina","2018",34,61.7482154256852
"399",125.251605038961,149.2,"Freirina","2018",35,23.9483949610393
"400",124.654315238095,158.5,"Freirina","2018",36,33.8456847619048
"401",129.508600230626,188,"Freirina","2018",37,58.4913997693744
"402",76.4241130793651,71,"Freirina","2018",38,-5.42411307936506
"403",108.022162991512,141.5,"Freirina","2018",39,33.4778370084883
"404",128.512188150246,188,"Freirina","2018",40,59.487811849754
"405",127.852314166667,171.5,"Freirina","2018",41,43.6476858333334
"406",120.963244033893,132.2,"Freirina","2018",42,11.2367559661071
"407",91.6920022016752,89,"Freirina","2018",43,-2.69200220167517
"408",77.277440257764,79,"Freirina","2018",44,1.72255974223597
"409",82.1934615469551,89,"Freirina","2018",45,6.80653845304487
"410",75.6633702114263,69.5,"Freirina","2018",46,-6.16337021142625
"411",68.0942973371442,61.6,"Freirina","2018",47,-6.4942973371442
"412",72.5229685952381,80.8,"Freirina","2018",48,8.27703140476193
"413",72.516943984127,79,"Freirina","2018",53,6.48305601587299
