Idshp,Produccion,Kg arbol,Campo,Marco,Lon,Lat,DEM,slope,aspect,tri,tpi,roughness,flowdir,NDVISep,gNDVISep,SAVISep,NDVIEne,gNDVIEne,SAVIEne,DifNDVISepEne,DifgNDVISepEne,DifSAVISepEne,DG10ABRNOV,DG10ABROCT,DG10AGOOCT,DG10MAYNOV,DG10MAYOCT,DG12ABRNOV,DG12ABROCT,DG12AGOOCT,DG12MAYNOV,DG12MAYOCT,DG15ABRNOV,DG15ABROCT,DG15AGOOCT,DG15MAYNOV,DG15MAYOCT,CH10ABRNOV,CH10ABROCT,CH10AGOOCT,CH10MAYNOV,CH10MAYOCT,CH12ABRNOV,CH12ABROCT,CH12AGOOCT,CH12MAYNOV,CH12MAYOCT,CH15ABRNOV,CH15ABROCT,CH15AGOOCT,CH15MAYNOV,CH15MAYOCT,CH10ago,CH12ago,CH15ago,CH10sep,CH12sep,CH15sep,CH10oct,CH12oct,CH15oct,CH10nov,CH12nov,CH15nov
492,2019,102.4,Freirina,100,-71.09066819,-28.50002847,83,0.766499914,108.4349488,0.25,0,2,2,0.515098463,0.651717544,0.242347285,0.58000001,0.694369972,0.28216216,0.064901547,0.042652428,0.039814875,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
494,2019,184.4,Freirina,100,-71.09222981,-28.49996833,82,1.235826027,348.6900675,0.5,0.25,3,32,0.492106451,0.635195255,0.226756275,0.531345563,0.67265135,0.273765743,0.039239112,0.037456095,0.047009468,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
495,2019,39.9,Freirina,100,-71.09219722,-28.49986958,82,1.235826027,348.6900675,0.5,0.25,3,32,0.489626543,0.64302063,0.238866389,0.47192263,0.625461996,0.24756144,-0.017703913,-0.017558634,0.008695051,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
496,2019,60.6,Freirina,100,-71.09217501,-28.49977969,82,1.235826027,348.6900675,0.5,0.25,3,32,0.51884059,0.656729937,0.253472686,0.46380499,0.636437535,0.246806026,-0.0550356,-0.020292401,-0.00666666,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
497,2019,84.3,Freirina,100,-71.09213257,-28.49969913,81,1.747450997,303.6900675,0.875,-0.375,2,16,0.490987124,0.632518828,0.234106421,0.482622715,0.642715394,0.259337693,-0.008364409,0.010196567,0.025231272,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
499,2019,157.7,Freirina,100,-71.09207902,-28.49957363,81,1.747450997,303.6900675,0.875,-0.375,2,16,0.497524764,0.647753119,0.243669182,0.482386795,0.652243614,0.258673877,-0.015137969,0.004490495,0.015004694,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
500,2019,91.2,Freirina,100,-71.09207813,-28.49952853,81,1.747450997,303.6900675,0.875,-0.375,2,16,0.497524764,0.647753119,0.243669182,0.482386795,0.652243614,0.258673877,-0.015137969,0.004490495,0.015004694,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
501,2019,79.9,Freirina,100,-71.09204554,-28.49942977,82,0.342805543,315,0.75,0.75,2,1,0.487179482,0.646347165,0.235601023,0.470416364,0.633265674,0.249676913,-0.016763118,-0.013081491,0.01407589,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
502,2019,79.9,Freirina,100,-71.09203372,-28.49934874,82,0.342805543,315,0.75,0.75,2,1,0.494223385,0.639436662,0.236131951,0.43339316,0.606438637,0.232562616,-0.060830225,-0.032998025,-0.003569335,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
504,2019,99.8,Freirina,100,-71.09196836,-28.49914221,82,0.342805543,315,0.75,0.75,2,1,0.448556333,0.608852804,0.221812576,0.329733384,0.534865618,0.184038684,-0.118822949,-0.073987186,-0.037773892,1091.282333,894.2469481,427.5536891,935.9423401,738.9069547,756.531781,608.9959915,298.3907931,647.488399,499.9526094,378.0799698,296.2268556,153.0506195,325.33845,243.4853357,1671.082273,1601.914383,617.9506434,1503.285915,1434.118025,1916.422201,1798.651458,708.9971398,1707.959706,1590.188963,2208.224533,2047.035567,832.3239363,1951.758613,1790.569647,291.5560415,318.1922053,360.6088338,203.5360886,235.7814944,278.5593042,122.8585134,155.0234401,193.1557984,69.16789008,117.7707423,161.1889663
1,2018,14.1,Freirina,100,-71.09367049,-28.49999126,81,2.298403281,288.4349488,2,2,4,16,0.517025437,0.874274671,0.262276649,0.56947444,0.782502055,0.305091292,0.052449003,-0.091772616,0.042814642,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
2,2018,61,Freirina,100,-71.0937133,-28.50008985,81,2.298403281,288.4349488,2,2,4,16,0.574306343,0.890460968,0.29701218,0.594343149,0.794721425,0.31163004,0.020036806,-0.095739543,0.01461786,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
3,2018,57.8,Freirina,100,-71.09372529,-28.5001799,81,2.298403281,288.4349488,2,2,4,16,0.572838543,0.899856925,0.288928717,0.581342435,0.811468303,0.301099896,0.008503892,-0.088388622,0.012171179,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
4,2018,60,Freirina,100,-71.09375735,-28.5002516,80,1.71353711,261.8698976,0.75,0.5,3,16,0.58166411,0.910656154,0.298183262,0.57667549,0.787124515,0.298979193,-0.00498862,-0.12353164,0.000795931,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
5,2018,61.4,Freirina,100,-71.09378959,-28.50033231,80,1.71353711,261.8698976,0.75,0.5,3,16,0.559683796,0.911821723,0.28207171,0.593866874,0.800591469,0.310398757,0.034183078,-0.111230254,0.028327048,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
6,2018,19.68,Freirina,100,-71.09382218,-28.50043106,80,1.71353711,261.8698976,0.75,0.5,3,16,0.534830614,0.858064532,0.276320964,0.56919802,0.76880002,0.307751358,0.034367406,-0.089264512,0.031430393,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
7,2018,39.37,Freirina,100,-71.09383417,-28.50052111,80,1.454105826,270,0.75,0.5,3,32,0.533987375,0.837180018,0.291061878,0.533675211,0.741459668,0.295457423,-0.000312164,-0.095720351,0.004395545,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
8,2018,72.9,Freirina,100,-71.09385638,-28.500611,80,1.454105826,270,0.75,0.5,3,32,0.553116135,0.855329931,0.299463183,0.500000013,0.733279645,0.273385882,-0.053116122,-0.122050285,-0.0260773,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
9,2018,56.85,Freirina,100,-71.09387858,-28.50070089,80,1.454105826,270,0.75,0.5,3,32,0.530141243,0.818256199,0.292104274,0.538567479,0.747360229,0.29681173,0.008426236,-0.07089597,0.004707456,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
10,2018,175.2,Freirina,100,-71.09392139,-28.50079949,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.550177963,0.853617013,0.296927035,0.532100126,0.75269711,0.283679277,-0.018077837,-0.100919902,-0.013247758,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
11,2018,144.2,Freirina,100,-71.0939332,-28.50088052,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.581552306,0.908597291,0.303443313,0.556804507,0.782988548,0.277733296,-0.024747799,-0.125608742,-0.025710016,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
12,2018,102,Freirina,100,-71.0939658,-28.50097927,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.597674425,0.907450259,0.305145115,0.570407735,0.795290768,0.275850385,-0.02726669,-0.112159491,-0.029294729,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
13,2018,99,Freirina,100,-71.09397743,-28.50105128,80,1.454105826,270,0.75,0.5,3,32,0.537156701,0.905858755,0.266853929,0.568210788,0.807051897,0.272745818,0.031054087,-0.098806858,0.005891889,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
14,2018,68.5,Freirina,100,-71.09400967,-28.50113199,80,1.454105826,270,0.75,0.5,3,32,0.566015153,0.913255334,0.283535361,0.595276866,0.807195604,0.294125527,0.029261713,-0.10605973,0.010590166,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
15,2018,69.9,Freirina,100,-71.09405265,-28.50123961,80,1.454105826,270,0.75,0.5,3,32,0.564620358,0.899950922,0.280497581,0.589616807,0.80196172,0.289013058,0.024996449,-0.097989202,0.008515477,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
16,2018,116.8,Freirina,100,-71.09405444,-28.50132982,80,1.454105826,270,0.75,0.5,3,32,0.580908034,0.905519187,0.296357393,0.587848923,0.815962493,0.28886497,0.006940889,-0.089556694,-0.007492423,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
17,2018,111,Freirina,100,-71.09408685,-28.50141955,80,1.454105826,270,0.75,0.5,3,32,0.585660359,0.889388502,0.304313719,0.587096772,0.793983638,0.291978598,0.001436413,-0.095404863,-0.012335122,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
18,2018,54.8,Freirina,100,-71.09411945,-28.5015183,80,1.454105826,270,0.75,0.5,3,32,0.548900676,0.870879114,0.284367621,0.586404576,0.806903005,0.288632095,0.0375039,-0.063976109,0.004264474,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
19,2018,54.7,Freirina,100,-71.09414147,-28.50159918,80,1.454105826,270,0.75,0.5,3,32,0.465245187,0.859307408,0.222804621,0.53436069,0.771153867,0.260032445,0.069115503,-0.088153541,0.037227824,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
20,2018,40,Freirina,100,-71.0940501,-28.50162765,80,1.454105826,270,0.75,0.5,3,32,0.542393501,0.887785494,0.268653721,0.578816701,0.795764744,0.282931089,0.0364232,-0.09202075,0.014277369,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
21,2018,57,Freirina,100,-71.09401769,-28.50153792,80,1.454105826,270,0.75,0.5,3,32,0.589082634,0.895974636,0.305184603,0.5989054,0.800176084,0.304048687,0.009822766,-0.095798552,-0.001135916,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
22,2018,40.3,Freirina,100,-71.09399548,-28.50144803,80,1.454105826,270,0.75,0.5,3,32,0.589082634,0.895974636,0.305184603,0.5989054,0.800176084,0.304048687,0.009822766,-0.095798552,-0.001135916,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
23,2018,59.7,Freirina,100,-71.09396307,-28.5013583,80,1.454105826,270,0.75,0.5,3,32,0.585156255,0.903377116,0.297222227,0.624140565,0.803988159,0.321737975,0.03898431,-0.099388957,0.024515748,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
24,2018,58.8,Freirina,100,-71.09392994,-28.50123248,80,1.454105826,270,0.75,0.5,3,32,0.581983407,0.903946757,0.293387353,0.607751931,0.797227025,0.310290217,0.025768524,-0.106719732,0.016902864,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
25,2018,40.4,Freirina,100,-71.09390809,-28.50116063,80,2.084309673,305.5376778,0.875,-0.375,3,64,0.592886863,0.90239495,0.307536304,0.588828545,0.777777791,0.300475061,-0.004058318,-0.124617159,-0.007061243,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
26,2018,94,Freirina,100,-71.09388589,-28.50107074,80,2.084309673,305.5376778,0.875,-0.375,3,64,0.593258424,0.899107158,0.309778363,0.56439703,0.771481633,0.277493924,-0.028861394,-0.127625525,-0.032284439,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
27,2018,94,Freirina,100,-71.09386422,-28.50100791,79,1.845447935,293.1985905,1.125,-1.125,3,16,0.580140725,0.881750464,0.294522345,0.562602972,0.790467262,0.27584815,-0.017537753,-0.091283202,-0.018674195,1541.37955,1148.205723,633.1304417,1338.333257,945.15943,1197.231373,857.5608971,501.9279267,1041.291206,701.62073,785.700824,520.0530339,347.4695274,696.9791513,431.3313611,1298.809517,1361.169912,425.9836431,1246.639122,1308.999517,1517.619419,1567.708664,475.0687774,1414.158792,1464.248037,1748.212957,1786.409573,537.9188866,1597.957332,1636.153948,298.3651913,325.8500722,357.8977798,166.1902921,184.5054493,211.6180032,-38.57184028,-35.28674408,-31.59689647,-62.36039489,-50.08924462,-38.19661619
