ID arbol,16-Sep,ene17,17-Sep,ene18,18-Sep,ene19,19-Sep,ene20
199,0.208556145,0.328634262,0.316736192,0.326120555,0.267558753,0.297422469,0.254159451,0.294320792
200,0.201250717,0.328910053,0.314298719,0.327374101,0.286110729,0.299760997,0.240023866,0.29399845
201,0.231509909,0.319544971,0.306586534,0.326340318,0.282702416,0.290105522,0.216463819,0.276489854
202,0.179618359,0.29820919,0.270309597,0.294475019,0.242570266,0.219101131,0.184496328,0.258515894
203,0.166061714,0.300385624,0.265709758,0.252178371,0.251371354,0.232799366,0.195491806,0.266209006
204,0.198641405,0.333480954,0.307224214,0.327495307,0.321583301,0.261006296,0.203773573,0.296008021
205,0.205973968,0.324052602,0.298815787,0.333417922,0.309288681,0.27902323,0.225039601,0.308100998
206,0.209846765,0.325917274,0.30283913,0.320337653,0.301607519,0.292307675,0.240596443,0.306149572
207,0.224849522,0.305551887,0.282579631,0.31844455,0.27194187,0.293280274,0.217013672,0.295428991
208,0.222987354,0.315368593,0.301184982,0.328125,0.277642757,0.270286649,0.23563987,0.297415435
209,0.225557461,0.323415011,0.29889226,0.336663663,0.301535994,0.268222541,0.252514571,0.30371353
210,0.206281826,0.32871145,0.308080792,0.343382537,0.311939895,0.277613729,0.25571388,0.31878522
211,0.222657934,0.311924189,0.282834321,0.34120667,0.299601078,0.285253823,0.258797944,0.337397367
212,0.214225426,0.275312632,0.225804269,0.303875059,0.295085281,0.258891642,0.224759609,0.308295965
213,0.233116686,0.292887568,0.255801409,0.315238863,0.291745335,0.276029527,0.226833194,0.32160455
214,0.216302946,0.311752319,0.292280138,0.315234363,0.293635875,0.286213398,0.244308963,0.344576985
215,0.206581607,0.312941164,0.289101124,0.319742501,0.274560064,0.266983718,0.255859643,0.30755052
216,0.207413137,0.322033912,0.31423834,0.326466143,0.32738328,0.252025932,0.252517998,0.302428514
217,0.205383644,0.325621426,0.31769231,0.328688323,0.31018579,0.270696372,0.214228407,0.283267558
